Date,Open,High,Low,Close,Volume
2025-07-31,228.0,238.0,228.0,233.00999450683594,24206621.0
2025-08-01,233.4499969482422,256.30999755859375,231.00999450683594,255.6699981689453,37045030.0
2025-08-04,265.0,269.0,259.1199951171875,260.2200012207031,17823555.0
2025-08-05,260.0,264.5,256.0,259.1400146484375,12663423.0
2025-08-06,259.7699890136719,263.3999938964844,257.6499938964844,262.239990234375,8985338.0
2025-08-07,263.0199890136719,269.8800048828125,263.0,267.0799865722656,16976236.0
2025-08-08,267.20001220703125,276.989990234375,267.20001220703125,270.4800109863281,19939697.0
2025-08-11,269.9599914550781,278.5,267.4599914550781,277.0899963378906,12017894.0
2025-08-12,278.5,279.3500061035156,269.3999938964844,271.5400085449219,15701553.0
2025-08-13,272.0,274.0,268.17999267578125,269.5,11217565.0
2025-08-15,270.0,271.6499938964844,261.010009765625,262.5799865722656,8770183.0
2025-08-18,263.010009765625,264.8999938964844,258.6600036621094,263.57000732421875,8838838.0
2025-08-19,263.9700012207031,264.3800048828125,259.0,259.7099914550781,7628890.0
2025-08-20,260.0,261.0,257.0,258.2699890136719,5294589.0
2025-08-21,259.010009765625,262.1499938964844,255.5500030517578,260.9700012207031,9475709.0
2025-08-22,262.0,268.70001220703125,261.20001220703125,263.1300048828125,12454594.0
2025-08-25,262.54998779296875,264.25,260.2300109863281,260.9700012207031,2541898.0
2025-08-26,263.94000244140625,264.70001220703125,259.5,260.4200134277344,4337958.0
2025-08-27,261.0,261.989990234375,259.0199890136719,260.3299865722656,2744110.0
2025-08-28,260.5299987792969,262.0,259.8999938964844,261.239990234375,2197621.0
2025-08-29,261.3999938964844,271.25,260.0,264.3599853515625,14512990.0
2025-09-01,264.30999755859375,272.0,264.20001220703125,270.3500061035156,10452246.0
2025-09-02,271.9700012207031,272.7799987792969,268.0,269.32000732421875,6923779.0
2025-09-03,270.0,275.5,268.20001220703125,273.1000061035156,8356395.0
2025-09-04,272.5,273.739990234375,269.05999755859375,270.3900146484375,6155542.0
2025-09-05,270.70001220703125,274.79998779296875,268.54998779296875,272.9800109863281,11586114.0
2025-09-08,274.9700012207031,276.8999938964844,273.0,275.0,7208664.0
2025-09-09,275.5,277.3900146484375,271.0,273.1499938964844,4430136.0
2025-09-10,272.989990234375,275.5,271.25,272.9200134277344,3937900.0
2025-09-11,274.0,274.79998779296875,270.29998779296875,270.739990234375,2301602.0
2025-09-12,270.739990234375,271.20001220703125,267.0,267.5799865722656,3159599.0
2025-09-15,268.9800109863281,271.25,267.5,268.5199890136719,2587458.0
2025-09-16,269.0,273.1099853515625,268.5,272.19000244140625,3910471.0
2025-09-17,273.5,274.1499938964844,270.0,270.3999938964844,5140674.0
2025-09-18,274.3999938964844,274.3999938964844,271.0,272.1199951171875,4160324.0
2025-09-19,273.0,290.0,272.5,277.260009765625,21409448.0
2025-09-22,278.0,284.1000061035156,277.94000244140625,280.6400146484375,9754396.0
2025-09-23,280.6400146484375,280.6400146484375,280.6400146484375,280.6400146484375,0.0
2025-09-24,285.79998779296875,287.739990234375,281.45001220703125,282.8599853515625,13702496.0
2025-09-25,282.8599853515625,284.70001220703125,276.20001220703125,277.8800048828125,10971601.0
2025-09-26,278.0,282.20001220703125,277.8800048828125,280.5299987792969,7867269.0
2025-09-29,282.0,282.0,278.05999755859375,281.5,4922860.0
2025-09-30,282.70001220703125,284.79998779296875,276.1199951171875,277.2300109863281,9770262.0
2025-10-01,278.0,280.5,275.8999938964844,276.69000244140625,6107600.0
2025-10-02,277.489990234375,279.989990234375,275.54998779296875,278.4100036621094,3122091.0
2025-10-03,278.5,280.7900085449219,277.0,277.9200134277344,3023187.0
2025-10-06,277.0,277.0,270.5,274.489990234375,3715447.0
2025-10-07,274.489990234375,274.489990234375,274.489990234375,274.489990234375,0.0
2025-10-08,272.0,273.3999938964844,269.0,269.55999755859375,2531613.0
2025-10-09,269.0,272.29998779296875,266.8999938964844,267.5299987792969,3055646.0
2025-10-10,266.0,267.989990234375,262.29998779296875,263.9700012207031,3026904.0
2025-10-13,261.0,261.8999938964844,250.0,252.83999633789062,7675950.0
2025-10-14,255.99000549316406,265.1000061035156,254.11000061035156,264.2300109863281,7818648.0
2025-10-15,267.3999938964844,267.3999938964844,258.79998779296875,260.6400146484375,4519704.0
2025-10-16,260.0,262.79998779296875,257.5,258.8800048828125,4526045.0
2025-10-17,259.95001220703125,262.29998779296875,257.1000061035156,258.2099914550781,6474476.0
2025-10-20,260.010009765625,265.20001220703125,256.95001220703125,263.8999938964844,5683753.0
2025-10-21,260.0,268.0,260.0,264.6300048828125,6000969.0
2025-10-22,264.510009765625,273.30999755859375,262.6099853515625,266.9200134277344,8802862.0
2025-10-23,265.0,272.54998779296875,265.0,266.32000732421875,3981547.0
2025-10-24,266.79998779296875,270.3900146484375,263.70001220703125,264.2699890136719,2779419.0
2025-10-27,264.1000061035156,265.1000061035156,260.0,260.760009765625,3529130.0
2025-10-28,260.760009765625,262.6499938964844,255.0,255.88999938964844,1391665.0
2025-10-29,258.79998779296875,260.20001220703125,255.0,256.5799865722656,4014759.0
2025-10-30,260.0,260.0,253.05999755859375,253.8000030517578,2426497.0
2025-10-31,255.0,259.6000061035156,255.0,256.6700134277344,2722444.0
2025-11-03,259.0,259.8999938964844,256.8999938964844,257.32000732421875,3411960.0
2025-11-04,257.0,257.32000732421875,252.3000030517578,254.16000366210938,3054725.0
2025-11-05,255.05999755859375,255.99000549316406,249.25,250.8699951171875,3461296.0
2025-11-06,251.97000122070312,252.0,247.3699951171875,248.3000030517578,3476731.0
2025-11-07,244.6999969482422,247.5,242.0,246.0399932861328,3216235.0
2025-11-10,250.19000244140625,253.99000549316406,246.4499969482422,252.64999389648438,6790953.0
2025-11-11,252.97000122070312,252.97000122070312,242.4199981689453,243.2100067138672,5846351.0
2025-11-12,243.02000427246094,246.47000122070312,238.1999969482422,240.14999389648438,5763232.0
2025-11-13,241.25,243.8800048828125,240.6999969482422,243.14999389648438,2374235.0
2025-11-14,244.14999389648438,249.0,243.25,247.4199981689453,3338222.0
2025-11-17,248.47999572753906,250.6999969482422,245.47999572753906,246.33999633789062,2961628.0
2025-11-18,247.7899932861328,247.7899932861328,243.89999389648438,245.4199981689453,1739620.0
2025-11-19,246.88999938964844,253.89999389648438,245.4199981689453,251.2899932861328,4970266.0
2025-11-20,253.89999389648438,256.739990234375,253.02000427246094,255.39999389648438,4669196.0
2025-11-21,253.11000061035156,258.29998779296875,253.11000061035156,254.0399932861328,4400338.0
2025-11-24,253.0,254.0,249.14999389648438,250.7899932861328,2702952.0
2025-11-25,251.0,252.1999969482422,248.0500030517578,249.39999389648438,1553282.0
2025-11-26,249.63999938964844,255.5,246.0,253.6199951171875,4156348.0
2025-11-27,254.33999633789062,261.1000061035156,253.14999389648438,260.2799987792969,5914351.0
2025-11-28,261.0,266.0,261.0,265.2099914550781,9011505.0
2025-12-01,265.29998779296875,271.8999938964844,262.0,271.07000732421875,7542463.0
2025-12-02,272.70001220703125,273.5,266.6600036621094,267.3900146484375,4110677.0
2025-12-03,270.6000061035156,270.6000061035156,264.9100036621094,269.3399963378906,2663321.0
2025-12-04,270.8999938964844,271.989990234375,266.3999938964844,270.6700134277344,1963792.0
2025-12-05,273.8699951171875,276.0,271.25,274.5799865722656,6618109.0
2025-12-08,274.6499938964844,278.20001220703125,273.5,274.3599853515625,5498405.0
2025-12-09,275.989990234375,276.95001220703125,271.260009765625,272.3999938964844,4113847.0
2025-12-10,273.5,273.75,269.79998779296875,270.2099914550781,2999715.0
2025-12-11,277.8999938964844,279.1000061035156,272.3500061035156,272.8299865722656,8803915.0
2025-12-12,273.3500061035156,275.989990234375,271.25,275.1099853515625,4322752.0
2025-12-15,279.8900146484375,280.79998779296875,276.82000732421875,278.6700134277344,6874422.0
2025-12-16,279.489990234375,280.489990234375,274.5,275.6000061035156,3972935.0
2025-12-17,275.489990234375,275.9800109863281,270.0,271.3299865722656,3611817.0
2025-12-18,272.0,272.0,268.75,269.2900085449219,2905022.0
2025-12-19,270.0,271.70001220703125,267.3800048828125,267.989990234375,1865442.0
2025-12-22,268.5,269.0,266.0,266.8699951171875,1694899.0
2025-12-23,267.0,267.5,264.5,264.8399963378906,1167274.0
2025-12-24,265.0,268.67999267578125,265.0,267.4599914550781,1480848.0
2025-12-26,267.4599914550781,271.0,267.25,270.3999938964844,3327082.0
2025-12-29,271.25,274.489990234375,270.3900146484375,273.57000732421875,4284099.0
2025-12-30,273.9800109863281,281.79998779296875,273.5,280.7099914550781,8989260.0
2025-12-31,280.8900146484375,283.94000244140625,279.0,281.0899963378906,5922492.0
2026-01-01,281.0899963378906,281.0899963378906,281.0899963378906,281.0899963378906,0.0
2026-01-02,288.989990234375,299.5,288.5,294.239990234375,11018046.0
2026-01-05,294.6000061035156,301.989990234375,293.75,295.4800109863281,8886146.0
2026-01-06,295.3900146484375,295.9800109863281,290.5,293.45001220703125,6362211.0
2026-01-07,293.44000244140625,298.5,290.0,295.8699951171875,19916990.0
2026-01-08,297.260009765625,301.8999938964844,294.0,296.1099853515625,11611994.0
2026-01-09,296.1000061035156,296.1300048828125,290.1499938964844,293.1099853515625,5148026.0
2026-01-12,290.989990234375,293.0,289.29998779296875,289.8800048828125,3816285.0
2026-01-13,289.8800048828125,295.010009765625,288.45001220703125,294.5799865722656,6373967.0
2026-01-14,294.5799865722656,304.79998779296875,294.5799865722656,303.25,18156180.0
2026-01-15,305.3999938964844,311.0,302.32000732421875,308.20001220703125,8786131.0
2026-01-16,309.5,331.79998779296875,309.20001220703125,329.0,19786109.0
2026-01-19,333.70001220703125,337.1000061035156,326.0,328.9800109863281,10054787.0
2026-01-20,333.5,334.8900146484375,328.0,333.8999938964844,7151890.0
2026-01-21,334.1000061035156,336.6000061035156,330.0,331.260009765625,8140937.0
