Date,Open,High,Low,Close,Volume
2025-07-31,385.0,389.70001220703125,380.1099853515625,385.7900085449219,8288578.0
2025-08-01,385.45001220703125,416.3999938964844,383.04998779296875,411.7200012207031,21303484.0
2025-08-04,417.2099914550781,422.8999938964844,407.760009765625,409.0299987792969,9926480.0
2025-08-05,408.7799987792969,410.8999938964844,402.2099914550781,403.95001220703125,2837718.0
2025-08-06,403.989990234375,414.5,403.95001220703125,412.6000061035156,6288244.0
2025-08-07,414.0,425.0,411.0,423.75,12902144.0
2025-08-08,424.8800048828125,429.0,416.0,417.95001220703125,8451959.0
2025-08-11,417.5,425.6400146484375,412.54998779296875,423.7200012207031,6589771.0
2025-08-12,425.1000061035156,428.0,413.5299987792969,415.3399963378906,7092334.0
2025-08-13,413.0,414.9800109863281,408.0,409.8999938964844,4640177.0
2025-08-15,410.1000061035156,414.0,402.0,404.7900085449219,3778170.0
2025-08-18,405.0,406.1000061035156,395.0,402.9100036621094,3283860.0
2025-08-19,402.989990234375,409.0,398.0,402.75,7453804.0
2025-08-20,401.989990234375,402.75,397.0299987792969,398.510009765625,3079336.0
2025-08-21,398.510009765625,402.54998779296875,390.0799865722656,396.0,4776775.0
2025-08-22,396.0,402.5,396.0,400.6400146484375,4085988.0
2025-08-25,400.5,405.0,399.9100036621094,401.80999755859375,3128930.0
2025-08-26,406.0,407.9700012207031,403.6099853515625,404.3699951171875,3930982.0
2025-08-27,404.70001220703125,404.70001220703125,396.8999938964844,399.1000061035156,4019510.0
2025-08-28,400.0,400.0,396.25,396.8599853515625,1746717.0
2025-08-29,398.5,408.0,392.0,401.0799865722656,4582421.0
2025-09-01,402.0,404.1000061035156,398.04998779296875,402.95001220703125,2818099.0
2025-09-02,404.0,406.739990234375,401.25,403.30999755859375,2653915.0
2025-09-03,404.0,413.2300109863281,402.5,407.6600036621094,6095181.0
2025-09-04,409.489990234375,412.0,404.510009765625,409.0199890136719,3805646.0
2025-09-05,409.25,421.3999938964844,408.0,416.1300048828125,9099927.0
2025-09-08,420.010009765625,426.0,420.0,422.4100036621094,6476130.0
2025-09-09,424.9700012207031,425.0,415.0299987792969,415.95001220703125,3484491.0
2025-09-10,415.0,424.4800109863281,413.0,421.7099914550781,5531587.0
2025-09-11,423.75,424.0,414.1499938964844,415.1600036621094,2922115.0
2025-09-12,417.5,419.20001220703125,412.0,412.7799987792969,2196077.0
2025-09-15,413.0,419.0,411.80999755859375,416.54998779296875,2852398.0
2025-09-16,416.9800109863281,427.25,415.8999938964844,424.5799865722656,8195107.0
2025-09-17,426.0,428.989990234375,419.0,420.8500061035156,6373570.0
2025-09-18,424.8999938964844,428.0,423.0,424.3599853515625,4776541.0
